time_step,clock_time,agent_id,agent_name,urgency_level,urgency_score,safety_assessment,fire_proximity,smoke_proximity
192,10:08,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
192,10:08,1,Klaus Mueller,critical,1.0,critical_danger,1,4
193,10:08,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
193,10:08,1,Klaus Mueller,critical,1.0,critical_danger,1,4
194,10:09,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
194,10:09,1,Klaus Mueller,critical,1.0,critical_danger,1,4
195,10:10,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
195,10:10,1,Klaus Mueller,critical,1.0,critical_danger,1,4
196,10:10,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
196,10:10,1,Klaus Mueller,critical,1.0,critical_danger,1,4
197,10:11,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
197,10:11,1,Klaus Mueller,critical,1.0,critical_danger,1,4
198,10:12,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
198,10:12,1,Klaus Mueller,critical,1.0,critical_danger,1,4
199,10:12,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
199,10:12,1,Klaus Mueller,critical,1.0,critical_danger,1,4
200,10:13,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
200,10:13,1,Klaus Mueller,critical,1.0,critical_danger,1,4
201,10:14,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
201,10:14,1,Klaus Mueller,critical,1.0,critical_danger,1,4
202,10:14,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
202,10:14,1,Klaus Mueller,critical,1.0,critical_danger,1,4
203,10:15,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
203,10:15,1,Klaus Mueller,critical,1.0,critical_danger,1,4
204,10:16,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
204,10:16,1,Klaus Mueller,critical,1.0,critical_danger,1,4
205,10:16,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
205,10:16,1,Klaus Mueller,critical,1.0,critical_danger,1,4
206,10:17,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
206,10:17,1,Klaus Mueller,critical,1.0,critical_danger,1,4
207,10:18,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
207,10:18,1,Klaus Mueller,critical,1.0,critical_danger,1,4
208,10:18,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
208,10:18,1,Klaus Mueller,critical,1.0,critical_danger,1,4
209,10:19,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
209,10:19,1,Klaus Mueller,critical,1.0,critical_danger,1,4
210,10:20,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
210,10:20,1,Klaus Mueller,critical,1.0,critical_danger,1,4
211,10:20,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
211,10:20,1,Klaus Mueller,critical,1.0,critical_danger,1,4
212,10:21,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
212,10:21,1,Klaus Mueller,critical,1.0,critical_danger,1,4
213,10:22,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
213,10:22,1,Klaus Mueller,critical,1.0,critical_danger,1,4
214,10:22,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
214,10:22,1,Klaus Mueller,critical,1.0,critical_danger,1,4
215,10:23,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
215,10:23,1,Klaus Mueller,critical,1.0,critical_danger,1,4
216,10:24,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
216,10:24,1,Klaus Mueller,critical,1.0,critical_danger,1,4
217,10:24,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
217,10:24,1,Klaus Mueller,critical,1.0,critical_danger,1,4
218,10:25,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
218,10:25,1,Klaus Mueller,critical,1.0,critical_danger,1,4
219,10:26,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
219,10:26,1,Klaus Mueller,critical,1.0,critical_danger,1,4
220,10:26,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
220,10:26,1,Klaus Mueller,critical,1.0,critical_danger,1,4
221,10:27,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
221,10:27,1,Klaus Mueller,critical,1.0,critical_danger,1,4
222,10:28,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
222,10:28,1,Klaus Mueller,critical,1.0,critical_danger,1,4
223,10:28,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
223,10:28,1,Klaus Mueller,critical,1.0,critical_danger,1,4
224,10:29,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
224,10:29,1,Klaus Mueller,critical,1.0,critical_danger,1,4
225,10:30,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
225,10:30,1,Klaus Mueller,critical,1.0,critical_danger,1,4
226,10:30,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
226,10:30,1,Klaus Mueller,critical,1.0,critical_danger,1,4
227,10:31,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
227,10:31,1,Klaus Mueller,critical,1.0,critical_danger,1,4
228,10:32,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
228,10:32,1,Klaus Mueller,critical,1.0,critical_danger,1,4
229,10:32,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
229,10:32,1,Klaus Mueller,critical,1.0,critical_danger,1,4
230,10:33,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
230,10:33,1,Klaus Mueller,critical,1.0,critical_danger,1,4
231,10:34,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
231,10:34,1,Klaus Mueller,critical,1.0,critical_danger,1,4
232,10:34,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
232,10:34,1,Klaus Mueller,critical,1.0,critical_danger,1,4
233,10:35,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
233,10:35,1,Klaus Mueller,critical,1.0,critical_danger,1,4
234,10:36,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
234,10:36,1,Klaus Mueller,critical,1.0,critical_danger,1,4
235,10:36,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
235,10:36,1,Klaus Mueller,critical,1.0,critical_danger,1,4
236,10:37,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
236,10:37,1,Klaus Mueller,critical,1.0,critical_danger,1,4
237,10:38,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
237,10:38,1,Klaus Mueller,critical,1.0,critical_danger,1,4
238,10:38,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
238,10:38,1,Klaus Mueller,critical,1.0,critical_danger,1,4
239,10:39,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
239,10:39,1,Klaus Mueller,critical,1.0,critical_danger,1,4
240,10:40,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
240,10:40,1,Klaus Mueller,critical,1.0,critical_danger,1,4
241,10:40,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
241,10:40,1,Klaus Mueller,critical,1.0,critical_danger,1,4
242,10:41,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
242,10:41,1,Klaus Mueller,critical,1.0,critical_danger,1,4
243,10:42,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
243,10:42,1,Klaus Mueller,critical,1.0,critical_danger,1,4
244,10:42,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
244,10:42,1,Klaus Mueller,critical,1.0,critical_danger,1,4
245,10:43,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
245,10:43,1,Klaus Mueller,critical,1.0,critical_danger,1,4
246,10:44,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
246,10:44,1,Klaus Mueller,critical,1.0,critical_danger,1,4
247,10:44,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
247,10:44,1,Klaus Mueller,critical,1.0,critical_danger,1,4
248,10:45,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
248,10:45,1,Klaus Mueller,critical,1.0,critical_danger,1,4
249,10:46,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
249,10:46,1,Klaus Mueller,critical,1.0,critical_danger,1,4
250,10:46,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
250,10:46,1,Klaus Mueller,critical,1.0,critical_danger,1,4
251,10:47,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
251,10:47,1,Klaus Mueller,critical,1.0,critical_danger,1,4
252,10:48,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
252,10:48,1,Klaus Mueller,critical,1.0,critical_danger,1,4
253,10:48,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
253,10:48,1,Klaus Mueller,critical,1.0,critical_danger,1,4
254,10:49,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
254,10:49,1,Klaus Mueller,critical,1.0,critical_danger,1,4
255,10:50,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
255,10:50,1,Klaus Mueller,critical,1.0,critical_danger,1,4
256,10:50,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
256,10:50,1,Klaus Mueller,critical,1.0,critical_danger,1,4
257,10:51,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
257,10:51,1,Klaus Mueller,critical,1.0,critical_danger,1,4
258,10:52,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
258,10:52,1,Klaus Mueller,critical,1.0,critical_danger,1,4
259,10:52,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
259,10:52,1,Klaus Mueller,critical,1.0,critical_danger,1,4
260,10:53,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
260,10:53,1,Klaus Mueller,critical,1.0,critical_danger,1,4
261,10:54,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
261,10:54,1,Klaus Mueller,critical,1.0,critical_danger,1,4
262,10:54,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
262,10:54,1,Klaus Mueller,critical,1.0,critical_danger,1,4
263,10:55,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
263,10:55,1,Klaus Mueller,critical,1.0,critical_danger,1,4
264,10:56,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
264,10:56,1,Klaus Mueller,critical,1.0,critical_danger,1,4
265,10:56,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
265,10:56,1,Klaus Mueller,critical,1.0,critical_danger,1,4
266,10:57,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
266,10:57,1,Klaus Mueller,critical,1.0,critical_danger,1,4
267,10:58,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
267,10:58,1,Klaus Mueller,critical,1.0,critical_danger,1,4
268,10:58,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
268,10:58,1,Klaus Mueller,critical,1.0,critical_danger,1,4
269,10:59,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
269,10:59,1,Klaus Mueller,critical,1.0,critical_danger,1,4
270,11:00,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
270,11:00,1,Klaus Mueller,critical,1.0,critical_danger,1,4
271,11:00,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
271,11:00,1,Klaus Mueller,critical,1.0,critical_danger,1,4
272,11:01,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
272,11:01,1,Klaus Mueller,critical,1.0,critical_danger,1,4
273,11:02,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
273,11:02,1,Klaus Mueller,critical,1.0,critical_danger,1,4
274,11:02,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
274,11:02,1,Klaus Mueller,critical,1.0,critical_danger,1,4
275,11:03,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
275,11:03,1,Klaus Mueller,critical,1.0,critical_danger,1,4
276,11:04,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
276,11:04,1,Klaus Mueller,critical,1.0,critical_danger,1,4
277,11:04,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
277,11:04,1,Klaus Mueller,critical,1.0,critical_danger,1,4
278,11:05,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
278,11:05,1,Klaus Mueller,critical,1.0,critical_danger,1,4
279,11:06,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
279,11:06,1,Klaus Mueller,critical,1.0,critical_danger,1,4
280,11:06,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
280,11:06,1,Klaus Mueller,critical,1.0,critical_danger,1,4
281,11:07,0,Isabella Rodriguez,high,0.7200000000000001,in_danger,1,4
281,11:07,1,Klaus Mueller,critical,1.0,critical_danger,1,4
282,11:08,0,Isabella Rodriguez,high,0.68,in_danger,1,7
282,11:08,1,Klaus Mueller,critical,1.0,critical_danger,1,7
283,11:08,0,Isabella Rodriguez,high,0.68,in_danger,1,7
283,11:08,1,Klaus Mueller,critical,1.0,critical_danger,1,7
284,11:09,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
284,11:09,1,Klaus Mueller,critical,0.96,critical_danger,1,
285,11:10,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
285,11:10,1,Klaus Mueller,critical,0.96,critical_danger,1,
286,11:10,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
286,11:10,1,Klaus Mueller,critical,0.96,critical_danger,1,
287,11:11,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
287,11:11,1,Klaus Mueller,critical,0.96,critical_danger,1,
288,11:12,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
288,11:12,1,Klaus Mueller,critical,0.96,critical_danger,1,
289,11:12,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
289,11:12,1,Klaus Mueller,critical,0.96,critical_danger,1,
290,11:13,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
290,11:13,1,Klaus Mueller,critical,0.96,critical_danger,1,
291,11:14,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
291,11:14,1,Klaus Mueller,critical,0.96,critical_danger,1,
292,11:14,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
292,11:14,1,Klaus Mueller,critical,0.96,critical_danger,1,
293,11:15,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
293,11:15,1,Klaus Mueller,critical,0.96,critical_danger,1,
294,11:16,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
294,11:16,1,Klaus Mueller,critical,0.96,critical_danger,1,
295,11:16,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
295,11:16,1,Klaus Mueller,critical,0.96,critical_danger,1,
296,11:17,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
296,11:17,1,Klaus Mueller,critical,0.96,critical_danger,1,
297,11:18,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
297,11:18,1,Klaus Mueller,critical,0.96,critical_danger,1,
298,11:18,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
298,11:18,1,Klaus Mueller,critical,0.96,critical_danger,1,
299,11:19,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
299,11:19,1,Klaus Mueller,critical,0.96,critical_danger,1,
300,11:20,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
300,11:20,1,Klaus Mueller,critical,0.96,critical_danger,1,
301,11:20,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
301,11:20,1,Klaus Mueller,critical,0.96,critical_danger,1,
302,11:21,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
302,11:21,1,Klaus Mueller,critical,0.96,critical_danger,1,
303,11:22,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
303,11:22,1,Klaus Mueller,critical,0.96,critical_danger,1,
304,11:22,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
304,11:22,1,Klaus Mueller,critical,0.96,critical_danger,1,
305,11:23,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
305,11:23,1,Klaus Mueller,critical,0.96,critical_danger,1,
306,11:24,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
306,11:24,1,Klaus Mueller,critical,0.96,critical_danger,1,
307,11:24,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
307,11:24,1,Klaus Mueller,critical,0.96,critical_danger,1,
308,11:25,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
308,11:25,1,Klaus Mueller,critical,0.96,critical_danger,1,
309,11:26,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
309,11:26,1,Klaus Mueller,critical,0.96,critical_danger,1,
310,11:26,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
310,11:26,1,Klaus Mueller,critical,0.96,critical_danger,1,
311,11:27,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
311,11:27,1,Klaus Mueller,critical,0.96,critical_danger,1,
312,11:28,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
312,11:28,1,Klaus Mueller,critical,0.96,critical_danger,1,
313,11:28,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
313,11:28,1,Klaus Mueller,critical,0.96,critical_danger,1,
314,11:29,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
314,11:29,1,Klaus Mueller,critical,0.96,critical_danger,1,
315,11:30,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
315,11:30,1,Klaus Mueller,critical,0.96,critical_danger,1,
316,11:30,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
316,11:30,1,Klaus Mueller,critical,0.96,critical_danger,1,
317,11:31,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
317,11:31,1,Klaus Mueller,critical,0.96,critical_danger,1,
318,11:32,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
318,11:32,1,Klaus Mueller,critical,0.96,critical_danger,1,
319,11:32,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
319,11:32,1,Klaus Mueller,critical,0.96,critical_danger,1,
320,11:33,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
320,11:33,1,Klaus Mueller,critical,0.96,critical_danger,1,
321,11:34,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
321,11:34,1,Klaus Mueller,critical,0.96,critical_danger,1,
322,11:34,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
322,11:34,1,Klaus Mueller,critical,0.96,critical_danger,1,
323,11:35,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
323,11:35,1,Klaus Mueller,critical,0.96,critical_danger,1,
324,11:36,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
324,11:36,1,Klaus Mueller,critical,0.96,critical_danger,1,
325,11:36,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
325,11:36,1,Klaus Mueller,critical,0.96,critical_danger,1,
326,11:37,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
326,11:37,1,Klaus Mueller,critical,0.96,critical_danger,1,
327,11:38,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
327,11:38,1,Klaus Mueller,critical,0.96,critical_danger,1,
328,11:38,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
328,11:38,1,Klaus Mueller,critical,0.96,critical_danger,1,
329,11:39,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
329,11:39,1,Klaus Mueller,critical,0.96,critical_danger,1,
330,11:40,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
330,11:40,1,Klaus Mueller,critical,0.96,critical_danger,1,
331,11:40,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
331,11:40,1,Klaus Mueller,critical,0.96,critical_danger,1,
332,11:41,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
332,11:41,1,Klaus Mueller,critical,0.96,critical_danger,1,
333,11:42,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
333,11:42,1,Klaus Mueller,critical,0.96,critical_danger,1,
334,11:42,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
334,11:42,1,Klaus Mueller,critical,0.96,critical_danger,1,
335,11:43,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
335,11:43,1,Klaus Mueller,critical,0.96,critical_danger,1,
336,11:44,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
336,11:44,1,Klaus Mueller,critical,0.96,critical_danger,1,
337,11:44,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
337,11:44,1,Klaus Mueller,critical,0.96,critical_danger,1,
338,11:45,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
338,11:45,1,Klaus Mueller,critical,0.96,critical_danger,1,
339,11:46,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
339,11:46,1,Klaus Mueller,critical,0.96,critical_danger,1,
340,11:46,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
340,11:46,1,Klaus Mueller,critical,0.96,critical_danger,1,
341,11:47,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
341,11:47,1,Klaus Mueller,critical,0.96,critical_danger,1,
342,11:48,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
342,11:48,1,Klaus Mueller,critical,0.96,critical_danger,1,
343,11:48,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
343,11:48,1,Klaus Mueller,critical,0.96,critical_danger,1,
344,11:49,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
344,11:49,1,Klaus Mueller,critical,0.96,critical_danger,1,
345,11:50,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
345,11:50,1,Klaus Mueller,critical,0.96,critical_danger,1,
346,11:50,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
346,11:50,1,Klaus Mueller,critical,0.96,critical_danger,1,
347,11:51,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
347,11:51,1,Klaus Mueller,critical,0.96,critical_danger,1,
348,11:52,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
348,11:52,1,Klaus Mueller,critical,0.96,critical_danger,1,
349,11:52,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
349,11:52,1,Klaus Mueller,critical,0.96,critical_danger,1,
350,11:53,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
350,11:53,1,Klaus Mueller,critical,0.96,critical_danger,1,
351,11:54,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
351,11:54,1,Klaus Mueller,critical,0.96,critical_danger,1,
352,11:54,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
352,11:54,1,Klaus Mueller,critical,0.96,critical_danger,1,
353,11:55,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
353,11:55,1,Klaus Mueller,critical,0.96,critical_danger,1,
354,11:56,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
354,11:56,1,Klaus Mueller,critical,0.96,critical_danger,1,
355,11:56,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
355,11:56,1,Klaus Mueller,critical,0.96,critical_danger,1,
356,11:57,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
356,11:57,1,Klaus Mueller,critical,0.96,critical_danger,1,
357,11:58,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
357,11:58,1,Klaus Mueller,critical,0.96,critical_danger,1,
358,11:58,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
358,11:58,1,Klaus Mueller,critical,0.96,critical_danger,1,
359,11:59,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
359,11:59,1,Klaus Mueller,critical,0.96,critical_danger,1,
360,12:00,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
360,12:00,1,Klaus Mueller,critical,0.96,critical_danger,1,
361,12:00,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
361,12:00,1,Klaus Mueller,critical,0.96,critical_danger,1,
362,12:01,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
362,12:01,1,Klaus Mueller,critical,0.96,critical_danger,1,
363,12:02,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
363,12:02,1,Klaus Mueller,critical,0.96,critical_danger,1,
364,12:02,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
364,12:02,1,Klaus Mueller,critical,0.96,critical_danger,1,
365,12:03,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
365,12:03,1,Klaus Mueller,critical,0.96,critical_danger,1,
366,12:04,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
366,12:04,1,Klaus Mueller,critical,0.96,critical_danger,1,
367,12:04,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
367,12:04,1,Klaus Mueller,critical,0.96,critical_danger,1,
368,12:05,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
368,12:05,1,Klaus Mueller,critical,0.96,critical_danger,1,
369,12:06,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
369,12:06,1,Klaus Mueller,critical,0.96,critical_danger,1,
370,12:06,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
370,12:06,1,Klaus Mueller,critical,0.96,critical_danger,1,
371,12:07,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
371,12:07,1,Klaus Mueller,critical,0.96,critical_danger,1,
372,12:08,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
372,12:08,1,Klaus Mueller,critical,0.96,critical_danger,1,
373,12:08,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
373,12:08,1,Klaus Mueller,critical,0.96,critical_danger,1,
374,12:09,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
374,12:09,1,Klaus Mueller,critical,0.96,critical_danger,1,
375,12:10,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
375,12:10,1,Klaus Mueller,critical,0.96,critical_danger,1,
376,12:10,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
376,12:10,1,Klaus Mueller,critical,0.96,critical_danger,1,
377,12:11,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
377,12:11,1,Klaus Mueller,critical,0.96,critical_danger,1,
378,12:12,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
378,12:12,1,Klaus Mueller,critical,0.96,critical_danger,1,
379,12:12,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
379,12:12,1,Klaus Mueller,critical,0.96,critical_danger,1,
380,12:13,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
380,12:13,1,Klaus Mueller,critical,0.96,critical_danger,1,
381,12:14,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
381,12:14,1,Klaus Mueller,critical,0.96,critical_danger,1,
382,12:14,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
382,12:14,1,Klaus Mueller,critical,0.96,critical_danger,1,
383,12:15,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
383,12:15,1,Klaus Mueller,critical,0.96,critical_danger,1,
384,12:16,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
384,12:16,1,Klaus Mueller,critical,0.96,critical_danger,1,
385,12:16,0,Isabella Rodriguez,high,0.6400000000000001,in_danger,1,
